transaction_id,user_id,date,description,amount,type,category,merchant,payment_method
U002-T00394,U002,2026-07-20,LOCAL PHARMACY STORE PAYMENT,18.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U002-T00395,U002,2026-07-02,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00396,U002,2026-09-03,LOCAL PHARMACY STORE PAYMENT,65.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U002-T00397,U002,2026-07-22,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U002-T00398,U002,2026-08-11,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U002-T00399,U002,2026-07-07,SWIGGY QUICK BITE PAYMENT,110.0,expense,Food,SWIGGY QUICK BITE,UPI
U002-T00400,U002,2026-08-21,STATIONERY SHOP PAYMENT,12.0,expense,Shopping,STATIONERY SHOP,UPI
U002-T00401,U002,2026-08-28,BLINKIT DAILY PAYMENT,80.0,expense,Food,BLINKIT DAILY,UPI
U002-T00402,U002,2026-07-12,LOCAL PHARMACY STORE PAYMENT,65.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U002-T00403,U002,2026-08-10,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00404,U002,2026-09-22,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U002-T00405,U002,2026-08-22,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U002-T00406,U002,2026-07-12,KIRANA STORE PAYMENT,35.0,expense,Shopping,KIRANA STORE,UPI
U002-T00407,U002,2026-09-04,NAMMA METRO PAYMENT,35.0,expense,Transport,NAMMA METRO,UPI
U002-T00408,U002,2026-08-13,ZEPTO QUICK ESSENTIALS PAYMENT,25.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00409,U002,2026-07-29,LOCAL PHARMACY STORE PAYMENT,45.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U002-T00410,U002,2026-09-10,KIRANA STORE PAYMENT,55.0,expense,Shopping,KIRANA STORE,UPI
U002-T00411,U002,2026-09-30,RAPIDO BIKE PAYMENT,42.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00412,U002,2026-07-15,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U002-T00413,U002,2026-07-01,STREET TIFFIN PAYMENT,35.0,expense,Food,STREET TIFFIN,UPI
U002-T00414,U002,2026-09-09,NAMMA METRO PAYMENT,15.0,expense,Transport,NAMMA METRO,UPI
U002-T00415,U002,2026-07-06,COFFEE & CHAT PAYMENT,65.0,expense,Entertainment,COFFEE & CHAT,UPI
U002-T00416,U002,2026-07-18,STATIONERY SHOP PAYMENT,45.0,expense,Shopping,STATIONERY SHOP,UPI
U002-T00417,U002,2026-07-14,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U002-T00418,U002,2026-07-25,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00419,U002,2026-07-28,BLINKIT DAILY PAYMENT,40.0,expense,Food,BLINKIT DAILY,UPI
U002-T00420,U002,2026-09-30,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U002-T00421,U002,2026-07-06,PARKING FEE PAYMENT,20.0,expense,Other,PARKING FEE,UPI
U002-T00422,U002,2026-09-14,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00423,U002,2026-08-28,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00424,U002,2026-09-02,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U002-T00425,U002,2026-09-09,PARKING FEE PAYMENT,20.0,expense,Other,PARKING FEE,UPI
U002-T00426,U002,2026-08-31,PARKING FEE PAYMENT,10.0,expense,Other,PARKING FEE,UPI
U002-T00427,U002,2026-09-27,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U002-T00428,U002,2026-07-14,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00429,U002,2026-09-03,MOBILE TOP-UP PAYMENT,29.0,expense,Bills,MOBILE TOP-UP,UPI
U002-T00430,U002,2026-09-16,COFFEE & CHAT PAYMENT,30.0,expense,Entertainment,COFFEE & CHAT,UPI
U002-T00431,U002,2026-08-05,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00432,U002,2026-08-07,BLINKIT DAILY PAYMENT,40.0,expense,Food,BLINKIT DAILY,UPI
U002-T00433,U002,2026-07-18,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00434,U002,2026-09-28,NAMMA METRO PAYMENT,25.0,expense,Transport,NAMMA METRO,UPI
U002-T00435,U002,2026-09-30,UBER AUTO PAYMENT,42.0,expense,Transport,UBER AUTO,UPI
U002-T00436,U002,2026-07-26,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U002-T00437,U002,2026-09-26,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U002-T00438,U002,2026-09-29,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00439,U002,2026-09-03,NAMMA METRO PAYMENT,25.0,expense,Transport,NAMMA METRO,UPI
U002-T00440,U002,2026-09-29,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00441,U002,2026-09-10,SWIGGY QUICK BITE PAYMENT,110.0,expense,Food,SWIGGY QUICK BITE,UPI
U002-T00442,U002,2026-09-25,UBER AUTO PAYMENT,60.0,expense,Transport,UBER AUTO,UPI
U002-T00443,U002,2026-08-24,STATIONERY SHOP PAYMENT,12.0,expense,Shopping,STATIONERY SHOP,UPI
U002-T00444,U002,2026-07-04,ZEPTO QUICK ESSENTIALS PAYMENT,25.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00445,U002,2026-09-24,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U002-T00446,U002,2026-07-21,COMMUNITY CHARITY UPI PAYMENT,51.0,expense,Other,COMMUNITY CHARITY UPI,UPI
U002-T00447,U002,2026-08-02,LOCAL TEA & COFFEE PAYMENT,10.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00448,U002,2026-09-27,KIRANA STORE PAYMENT,25.0,expense,Shopping,KIRANA STORE,UPI
U002-T00449,U002,2026-09-08,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U002-T00450,U002,2026-07-14,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00451,U002,2026-09-21,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U002-T00452,U002,2026-09-04,KIRANA STORE PAYMENT,35.0,expense,Shopping,KIRANA STORE,UPI
U002-T00453,U002,2026-09-27,RAPIDO BIKE PAYMENT,42.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00454,U002,2026-08-19,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00455,U002,2026-09-09,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U002-T00456,U002,2026-07-26,RAPIDO BIKE PAYMENT,42.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00457,U002,2026-07-29,COFFEE & CHAT PAYMENT,45.0,expense,Entertainment,COFFEE & CHAT,UPI
U002-T00458,U002,2026-09-14,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U002-T00459,U002,2026-07-25,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U002-T00460,U002,2026-09-26,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U002-T00461,U002,2026-09-04,LOCAL TEA & COFFEE PAYMENT,10.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00462,U002,2026-08-24,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U002-T00463,U002,2026-07-17,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00464,U002,2026-07-01,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U002-T00465,U002,2026-07-06,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00466,U002,2026-09-15,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U002-T00467,U002,2026-09-01,KIRANA STORE PAYMENT,35.0,expense,Shopping,KIRANA STORE,UPI
U002-T00468,U002,2026-07-10,KIRANA STORE PAYMENT,35.0,expense,Shopping,KIRANA STORE,UPI
U002-T00469,U002,2026-09-06,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U002-T00470,U002,2026-09-05,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U002-T00471,U002,2026-08-23,NAMMA METRO PAYMENT,35.0,expense,Transport,NAMMA METRO,UPI
U002-T00472,U002,2026-07-12,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U002-T00473,U002,2026-09-23,STREET TIFFIN PAYMENT,35.0,expense,Food,STREET TIFFIN,UPI
U002-T00474,U002,2026-08-07,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U002-T00475,U002,2026-09-10,STATIONERY SHOP PAYMENT,12.0,expense,Shopping,STATIONERY SHOP,UPI
U002-T00476,U002,2026-07-15,AUTO RICKSHAW PAYMENT,55.0,expense,Transport,AUTO RICKSHAW,UPI
U002-T00477,U002,2026-07-31,COFFEE & CHAT PAYMENT,30.0,expense,Entertainment,COFFEE & CHAT,UPI
U002-T00478,U002,2026-07-06,AUTO RICKSHAW PAYMENT,40.0,expense,Transport,AUTO RICKSHAW,UPI
U002-T00479,U002,2026-08-18,COFFEE & CHAT PAYMENT,20.0,expense,Entertainment,COFFEE & CHAT,UPI
U002-T00480,U002,2026-08-19,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U002-T00481,U002,2026-07-04,COFFEE & CHAT PAYMENT,45.0,expense,Entertainment,COFFEE & CHAT,UPI
U002-T00482,U002,2026-09-04,STATIONERY SHOP PAYMENT,45.0,expense,Shopping,STATIONERY SHOP,UPI
U002-T00483,U002,2026-09-01,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U002-T00484,U002,2026-08-11,SWIGGY QUICK BITE PAYMENT,40.0,expense,Food,SWIGGY QUICK BITE,UPI
U002-T00485,U002,2026-07-22,QUICK UPI TRANSFER PAYMENT,10.0,expense,Other,QUICK UPI TRANSFER,UPI
U002-T00486,U002,2026-09-19,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U002-T00487,U002,2026-09-26,BLINKIT DAILY PAYMENT,30.0,expense,Food,BLINKIT DAILY,UPI
U002-T00488,U002,2026-07-27,NAMMA METRO PAYMENT,35.0,expense,Transport,NAMMA METRO,UPI
U002-T00489,U002,2026-09-21,STATIONERY SHOP PAYMENT,12.0,expense,Shopping,STATIONERY SHOP,UPI
U002-T00490,U002,2026-09-26,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00491,U002,2026-09-30,STREET TIFFIN PAYMENT,20.0,expense,Food,STREET TIFFIN,UPI
U002-T00492,U002,2026-07-10,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U002-T00493,U002,2026-09-10,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U002-T00494,U002,2026-08-03,ZEPTO QUICK ESSENTIALS PAYMENT,75.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00495,U002,2026-09-19,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00496,U002,2026-07-03,ZEPTO QUICK ESSENTIALS PAYMENT,25.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00497,U002,2026-09-07,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U002-T00498,U002,2026-09-13,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U002-T00499,U002,2026-08-15,PARKING FEE PAYMENT,10.0,expense,Other,PARKING FEE,UPI
U002-T00500,U002,2026-08-07,KIRANA STORE PAYMENT,35.0,expense,Shopping,KIRANA STORE,UPI
U002-T00501,U002,2026-09-16,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U002-T00502,U002,2026-08-18,ZEPTO QUICK ESSENTIALS PAYMENT,25.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00503,U002,2026-08-30,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00504,U002,2026-07-18,UBER AUTO PAYMENT,60.0,expense,Transport,UBER AUTO,UPI
U002-T00505,U002,2026-09-20,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00506,U002,2026-07-02,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U002-T00507,U002,2026-07-16,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U002-T00508,U002,2026-09-07,NAMMA METRO PAYMENT,15.0,expense,Transport,NAMMA METRO,UPI
U002-T00509,U002,2026-08-09,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U002-T00510,U002,2026-07-28,ZEPTO QUICK ESSENTIALS PAYMENT,35.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00511,U002,2026-07-21,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00512,U002,2026-07-25,LOCAL TEA & COFFEE PAYMENT,10.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00513,U002,2026-09-09,BLINKIT DAILY PAYMENT,30.0,expense,Food,BLINKIT DAILY,UPI
U002-T00514,U002,2026-08-07,AUTO RICKSHAW PAYMENT,40.0,expense,Transport,AUTO RICKSHAW,UPI
U002-T00515,U002,2026-07-13,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00516,U002,2026-08-12,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U002-T00517,U002,2026-07-13,LOCAL BAKERY PAYMENT,15.0,expense,Food,LOCAL BAKERY,UPI
U002-T00518,U002,2026-07-25,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U002-T00519,U002,2026-08-12,RAPIDO BIKE PAYMENT,30.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00520,U002,2026-09-27,NAMMA METRO PAYMENT,25.0,expense,Transport,NAMMA METRO,UPI
U002-T00521,U002,2026-08-10,QUICK UPI TRANSFER PAYMENT,15.0,expense,Other,QUICK UPI TRANSFER,UPI
U002-T00522,U002,2026-07-01,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U002-T00523,U002,2026-09-30,UBER AUTO PAYMENT,75.0,expense,Transport,UBER AUTO,UPI
U002-T00524,U002,2026-08-05,LOCAL PHARMACY STORE PAYMENT,28.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U002-T00525,U002,2026-09-25,UBER AUTO PAYMENT,75.0,expense,Transport,UBER AUTO,UPI
U002-T00526,U002,2026-08-29,BLINKIT DAILY PAYMENT,60.0,expense,Food,BLINKIT DAILY,UPI
U002-T00527,U002,2026-09-01,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U002-T00528,U002,2026-09-21,RAPIDO BIKE PAYMENT,30.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00529,U002,2026-07-18,MOBILE TOP-UP PAYMENT,19.0,expense,Bills,MOBILE TOP-UP,UPI
U002-T00530,U002,2026-08-03,UBER AUTO PAYMENT,28.0,expense,Transport,UBER AUTO,UPI
U002-T00531,U002,2026-07-10,MOBILE TOP-UP PAYMENT,49.0,expense,Bills,MOBILE TOP-UP,UPI
U002-T00532,U002,2026-09-19,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U002-T00533,U002,2026-09-14,LOCAL BAKERY PAYMENT,15.0,expense,Food,LOCAL BAKERY,UPI
U002-T00534,U002,2026-09-09,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U002-T00535,U002,2026-09-22,KIRANA STORE PAYMENT,35.0,expense,Shopping,KIRANA STORE,UPI
U002-T00536,U002,2026-08-20,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U002-T00537,U002,2026-07-18,BLINKIT DAILY PAYMENT,30.0,expense,Food,BLINKIT DAILY,UPI
U002-T00538,U002,2026-08-20,ZEPTO QUICK ESSENTIALS PAYMENT,25.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00539,U002,2026-09-23,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U002-T00540,U002,2026-09-04,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00541,U002,2026-07-23,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U002-T00542,U002,2026-08-31,PARKING FEE PAYMENT,10.0,expense,Other,PARKING FEE,UPI
U002-T00543,U002,2026-07-29,UBER AUTO PAYMENT,42.0,expense,Transport,UBER AUTO,UPI
U002-T00544,U002,2026-07-09,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U002-T00545,U002,2026-07-06,AUTO RICKSHAW PAYMENT,40.0,expense,Transport,AUTO RICKSHAW,UPI
U002-T00546,U002,2026-08-19,BLINKIT DAILY PAYMENT,80.0,expense,Food,BLINKIT DAILY,UPI
U002-T00547,U002,2026-07-06,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U002-T00548,U002,2026-07-14,AUTO RICKSHAW PAYMENT,40.0,expense,Transport,AUTO RICKSHAW,UPI
U002-T00549,U002,2026-08-03,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U002-T00550,U002,2026-08-18,RAPIDO BIKE PAYMENT,30.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00551,U002,2026-09-14,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00552,U002,2026-09-05,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U002-T00553,U002,2026-09-05,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00554,U002,2026-09-01,KIRANA STORE PAYMENT,15.0,expense,Shopping,KIRANA STORE,UPI
U002-T00555,U002,2026-09-03,MOBILE TOP-UP PAYMENT,29.0,expense,Bills,MOBILE TOP-UP,UPI
U002-T00556,U002,2026-07-22,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U002-T00557,U002,2026-07-28,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00558,U002,2026-08-16,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00559,U002,2026-09-23,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U002-T00560,U002,2026-07-15,SWIGGY QUICK BITE PAYMENT,110.0,expense,Food,SWIGGY QUICK BITE,UPI
U002-T00561,U002,2026-08-31,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U002-T00562,U002,2026-09-21,LOCAL PHARMACY STORE PAYMENT,18.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U002-T00563,U002,2026-08-01,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U002-T00564,U002,2026-07-18,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00565,U002,2026-09-12,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00566,U002,2026-08-03,COFFEE & CHAT PAYMENT,65.0,expense,Entertainment,COFFEE & CHAT,UPI
U002-T00567,U002,2026-09-15,QUICK UPI TRANSFER PAYMENT,10.0,expense,Other,QUICK UPI TRANSFER,UPI
U002-T00568,U002,2026-09-23,STATIONERY SHOP PAYMENT,12.0,expense,Shopping,STATIONERY SHOP,UPI
U002-T00569,U002,2026-07-28,BLINKIT DAILY PAYMENT,80.0,expense,Food,BLINKIT DAILY,UPI
U002-T00570,U002,2026-08-31,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00571,U002,2026-09-15,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00572,U002,2026-09-18,RAPIDO BIKE PAYMENT,30.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00573,U002,2026-07-22,UBER AUTO PAYMENT,60.0,expense,Transport,UBER AUTO,UPI
U002-T00574,U002,2026-08-28,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00575,U002,2026-07-30,ZEPTO QUICK ESSENTIALS PAYMENT,35.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00576,U002,2026-07-14,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U002-T00577,U002,2026-07-20,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00578,U002,2026-08-30,COFFEE & CHAT PAYMENT,20.0,expense,Entertainment,COFFEE & CHAT,UPI
U002-T00579,U002,2026-09-07,SWIGGY QUICK BITE PAYMENT,40.0,expense,Food,SWIGGY QUICK BITE,UPI
U002-T00580,U002,2026-07-12,SWIGGY QUICK BITE PAYMENT,60.0,expense,Food,SWIGGY QUICK BITE,UPI
U002-T00581,U002,2026-09-16,NAMMA METRO PAYMENT,15.0,expense,Transport,NAMMA METRO,UPI
U002-T00582,U002,2026-09-25,RAPIDO BIKE PAYMENT,42.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00583,U002,2026-08-17,CAMPUS PHOTOCOPY & NOTES PAYMENT,50.0,expense,Education,CAMPUS PHOTOCOPY & NOTES,UPI
U002-T00584,U002,2026-07-30,PARKING FEE PAYMENT,15.0,expense,Other,PARKING FEE,UPI
U002-T00585,U002,2026-08-18,STREET TIFFIN PAYMENT,20.0,expense,Food,STREET TIFFIN,UPI
U002-T00586,U002,2026-08-24,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00587,U002,2026-07-30,COFFEE & CHAT PAYMENT,20.0,expense,Entertainment,COFFEE & CHAT,UPI
U002-T00588,U002,2026-08-06,RAPIDO BIKE PAYMENT,42.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00589,U002,2026-08-02,LOCAL TEA & COFFEE PAYMENT,10.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00590,U002,2026-09-12,NAMMA METRO PAYMENT,15.0,expense,Transport,NAMMA METRO,UPI
U002-T00591,U002,2026-08-18,RAPIDO BIKE PAYMENT,30.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00592,U002,2026-08-22,ZEPTO QUICK ESSENTIALS PAYMENT,35.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00593,U002,2026-08-24,RAPIDO BIKE PAYMENT,30.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00594,U002,2026-08-03,LOCAL PHARMACY STORE PAYMENT,65.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U002-T00595,U002,2026-09-11,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00596,U002,2026-09-26,ZEPTO QUICK ESSENTIALS PAYMENT,35.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00597,U002,2026-08-22,NAMMA METRO PAYMENT,35.0,expense,Transport,NAMMA METRO,UPI
U002-T00598,U002,2026-07-23,ZEPTO QUICK ESSENTIALS PAYMENT,75.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00599,U002,2026-08-02,COMMUNITY CHARITY UPI PAYMENT,51.0,expense,Other,COMMUNITY CHARITY UPI,UPI
U002-T00600,U002,2026-08-14,KIRANA STORE PAYMENT,55.0,expense,Shopping,KIRANA STORE,UPI
U002-T00601,U002,2026-07-18,LOCAL PHARMACY STORE PAYMENT,18.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U002-T00602,U002,2026-07-30,BLINKIT DAILY PAYMENT,40.0,expense,Food,BLINKIT DAILY,UPI
U002-T00603,U002,2026-07-13,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U002-T00604,U002,2026-08-13,STATIONERY SHOP PAYMENT,12.0,expense,Shopping,STATIONERY SHOP,UPI
U002-T00605,U002,2026-07-21,ZEPTO QUICK ESSENTIALS PAYMENT,25.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U002-T00606,U002,2026-07-12,STATIONERY SHOP PAYMENT,45.0,expense,Shopping,STATIONERY SHOP,UPI
U002-T00607,U002,2026-09-15,BLINKIT DAILY PAYMENT,30.0,expense,Food,BLINKIT DAILY,UPI
U002-T00608,U002,2026-08-03,LOCAL BAKERY PAYMENT,15.0,expense,Food,LOCAL BAKERY,UPI
U002-T00609,U002,2026-09-16,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U002-T00610,U002,2026-08-21,RAPIDO BIKE PAYMENT,30.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00611,U002,2026-09-30,QUICK UPI TRANSFER PAYMENT,10.0,expense,Other,QUICK UPI TRANSFER,UPI
U002-T00612,U002,2026-07-23,RAPIDO BIKE PAYMENT,42.0,expense,Transport,RAPIDO BIKE,UPI
U002-T00613,U002,2026-07-02,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00614,U002,2026-07-25,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U002-T00615,U002,2026-09-17,LOCAL TEA & COFFEE PAYMENT,10.0,expense,Food,LOCAL TEA & COFFEE,UPI
U002-T00616,U002,2026-08-16,LOCAL BAKERY PAYMENT,15.0,expense,Food,LOCAL BAKERY,UPI
U002-T00617,U002,2026-07-21,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U002-T00618,U002,2026-08-21,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U002-T00619,U002,2026-08-21,NAMMA METRO PAYMENT,15.0,expense,Transport,NAMMA METRO,UPI
U002-T00620,U002,2026-09-29,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U002-T00621,U002,2026-09-09,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U002-T00622,U002,2026-08-14,QUICK UPI TRANSFER PAYMENT,20.0,expense,Other,QUICK UPI TRANSFER,UPI
